81976|Łaciate Mleko Uht O Smaku Bananowym 200 Ml|1.39|PLN|5900820016272|64|1.5|9.5|9.5
81807|Łaciate Mleko Uht O Smaku Czekoladowym 200 Ml|1.39|PLN|5900820016258|66|1.6|9.5|9.5
81809|Łaciate Mleko Uht O Smaku Truskawkowym 200 Ml|1.39|PLN|5900820016265|64|1.5|9.5|9.5
93189|Łaciaty Jogurt Pitny Ananas Kokos Bez Laktozy 250 Ml|1.45|PLN|5900820006938|66|1.8|9.5|9.5
102862|Łaciaty Serek Śmietankowy Z Kurkami 135 G|2.89|PLN|5900820020323|234|21.0|5.7|5.7
89516|Milko Jogurt Pitny Naturalny 330 Ml|1.75|PLN|5900820017453|50|2.0|4.6|4.6
92114|Milko Jogurt Pitny Truskawkowy 330 Ml|1.69|PLN|5900820017460|80|2.0|12.0|12.0
11407|Milko Kefir Naturalny 1 L|3.39|PLN|5900820001353|46|1.5|4.6|4.6
63567|Mlekovita Jogurt Polski Owoce Leśne 150 G|0.89|PLN|5900512350127|94|2.5|15.0|15.0
63577|Mlekovita Jogurt Polski Pitny Owoce Leśne 250 G|1.29|PLN|5900512850061|70|0.8|13.0|13.0
63569|Mlekovita Jogurt Polski Truskawkowy 150 G|0.89|PLN|5900512350097|94|2.5|15.0|15.0
